"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"MIR143HG",-2.16019596563509,6.38714310370872,-7.37247405112994,9.40430235143944e-12,8.76691206127054e-11,16.0340686167165
"CNN1",-2.40445985318192,6.4316161603309,-7.37009028314226,9.52964716671763e-12,8.8696993019865e-11,16.0210537198306
"MIR205HG",-2.78796847273818,4.79166525350088,-7.32256108609073,1.24037913380507e-11,1.12715885836349e-10,15.7619755797749
"CENPU",2.10143255066716,7.00145025006942,7.25444628154234,1.80729024284184e-11,1.59442860133683e-10,15.3921033143986
"MAOA",-2.53199358363837,5.36056923437008,-7.24915855322093,1.86075448614382e-11,1.6372968766967e-10,15.3634608685242
"HBA1 /// HBA2",-3.12849054205844,7.68324254740096,-7.20698179917462,2.34707313039243e-11,2.03476446836822e-10,15.1353669904071
"FAM83D",3.48761314113959,7.5495954519357,7.20651310952496,2.35312854480405e-11,2.03851135815069e-10,15.1328359875322
"LAPTM4B",2.26966909766537,10.2531681929366,7.14547811863575,3.28913252607882e-11,2.79683286382408e-10,14.8039371473575
"TGFBR3",-3.32937462713751,7.14239033949378,-7.1397072021983,3.39470870688026e-11,2.8762085297487e-10,14.7729118330619
"HIST1H2BK",2.20266705651322,10.5406160682697,7.12233122470492,3.73323037483186e-11,3.13927702595801e-10,14.6795720740149
"CEP55",3.13719314493338,6.46644806656901,7.11101790569683,3.97134636828254e-11,3.31697679623598e-10,14.6188611388105
"PLAU",2.23437447443292,7.90258931981216,7.07372030252026,4.86769178183169e-11,3.99888615817958e-10,14.4190564126386
"HIST1H2BD",2.31268074601289,9.32442347436847,7.0456763998269,5.67066256957382e-11,4.60386550349935e-10,14.2691766013747
"CCL28",-2.47697939449307,6.15127333900031,-7.04312078983632,5.7500334312009e-11,4.6634753897188e-10,14.2555333554362
"PBK",3.29264518015604,7.31886131189314,7.03738984465832,5.93203256585012e-11,4.80280227018227e-10,14.2249476536628
"DSG2",2.09514633683463,8.90201477836353,6.97178204521279,8.46744788083583e-11,6.66737107992162e-10,13.8757179610898
"MFAP2",2.25534289504547,8.99001405984684,6.92774333320126,1.07423135662314e-10,8.27035073904294e-10,13.6422543502305
"SRPX",-2.84978831850368,7.73752831176023,-6.91051097600742,1.17882576027915e-10,9.01071884360277e-10,13.5511109983232
"C16orf89",-2.2793125417736,5.17094213318711,-6.87299712320007,1.44252040888634e-10,1.08223540724104e-09,13.3531112311261
"RAD51AP1",2.61064861167118,7.79568885818034,6.82342430595086,1.8819745104818e-10,1.37818178590703e-09,13.092342268791
"SYNM",-3.2636343669315,7.58726872787269,-6.81417949054717,1.97745050607453e-10,1.43948114834024e-09,13.0438231699045
"NCEH1",2.24926813888581,6.10619834175609,6.7834012295017,2.33105255374291e-10,1.67715986736107e-09,12.8825460027849
"GHR",-3.14668476833551,6.1372256090434,-6.76511201548417,2.56998279009133e-10,1.82892572535395e-09,12.7868976647594
"FMO2",-2.64652247184263,6.56164409757681,-6.7456618549788,2.85059130651106e-10,2.00976941034593e-09,12.6853313892582
"MAMDC2",-2.30626479663847,4.43851796320168,-6.73065952579516,3.08747325275098e-10,2.1631626721687e-09,12.6070997391145
"ANP32E",2.77430542095589,8.26311297855561,6.73034953122179,3.09256718889038e-10,2.16544150886281e-09,12.6054842314709
"GINS1",2.2564273230116,7.6138936358248,6.64035347473418,4.98256510866481e-10,3.34255366103241e-09,12.1382068775316
"TK1",2.12863202703261,7.88588176218643,6.60102753137954,6.13074467192618e-10,4.05337039494168e-09,11.9351126242531
"SFRP1",-3.14419012092037,6.18714779819835,-6.5975077541701,6.24540077567348e-10,4.12038783292679e-09,11.9169679493929
"ANLN",3.20710352181548,7.01971691058871,6.5932002486771,6.38859411758646e-10,4.2042454853283e-09,11.894769848713
"CENPA /// SLC35F6",2.98150093319618,7.39373014024938,6.59021993552754,6.48955573897009e-10,4.26710514343239e-09,11.8794159879143
"MFGE8",-2.03707161174757,8.25111892956538,-6.54806091104628,8.09787230116885e-10,5.24255316607463e-09,11.6626405092267
"ZNF367",2.14600027465485,6.92701657062718,6.52869255818152,8.96267174595192e-10,5.75490143229018e-09,11.5633143102953
"MYBPC1",-3.75874517909028,4.70006524880541,-6.52178971091461,9.29236192448835e-10,5.95034991734185e-09,11.5279548801149
"MAD2L1",2.13282341145263,6.92541186175962,6.4808365832611,1.15086072283498e-09,7.26274327906592e-09,11.3186123735973
"STAT1",2.23106624606275,8.66104482997463,6.45269070254405,1.33256233885684e-09,8.30908436105857e-09,11.1751743147018
"HIST1H2BC /// HIST1H2BE /// HIST1H2BF /// HIST1H2BG /// HIST1H2BI",2.06921420597325,6.29650435328741,6.44821381998662,1.36395619775446e-09,8.49133133170591e-09,11.1523920720052
"KIF20A",2.75335402992057,7.14340130702588,6.43577330808648,1.45506619321281e-09,9.025094109801e-09,11.0891317532677
"APCDD1",-2.5252260753605,7.35070364862135,-6.4351570391545,1.45973196282784e-09,9.05164665586894e-09,11.0859998381228
"THRSP",-2.30895379575923,5.77180131684686,-6.37779625470227,1.96504001544625e-09,1.19240818274757e-08,10.7952488414773
"AKR1C2 /// LOC101930400",-2.07604832387125,6.10918027896994,-6.37553434610256,1.98815093705863e-09,1.20425727632292e-08,10.7838146214337
"TCEAL7",-2.05111908738017,4.23018588971373,-6.36438778805211,2.10600295654055e-09,1.27236551599881e-08,10.7275019481491
"DLGAP5",3.07002915799192,6.59694144144721,6.32005322045731,2.64665477085639e-09,1.57076255893369e-08,10.5040934332407
"ITM2A",-2.47593620740291,7.15652963189524,-6.30178701690729,2.90719499656544e-09,1.70772293504543e-08,10.4123142259111
"HMMR",2.53497979754465,7.17253100462527,6.2844187136928,3.17823934621068e-09,1.856274880131e-08,10.3251919579678
"KRT15",-3.88002724643937,8.42718952125515,-6.28371963305689,3.18965390376525e-09,1.86155483415778e-08,10.3216882304974
"COL10A1",4.2460832065635,8.51001853551745,6.28135473387996,3.22856740650273e-09,1.88193074103951e-08,10.3098372847525
"GALNT7",2.25426223317026,8.7873059428,6.27997040938074,3.25156206030228e-09,1.89345728294899e-08,10.3029014048538
"HIST1H2BG /// HIST1H2BJ",3.06961053205855,7.59854547047372,6.27329080522086,3.36479718572708e-09,1.95273886120257e-08,10.2694473172433
"NDC80",2.96201678571375,6.84465123363026,6.24566590823277,3.87570936613451e-09,2.22170812311684e-08,10.1313155203263
"CDC20",2.94833096563829,7.97423980167399,6.24053771516855,3.97861024353815e-09,2.27404405657393e-08,10.1057131250029
"KIF4A",2.42530555764367,6.95708206196014,6.23593409539477,4.07326890453487e-09,2.32363047864808e-08,10.0827403323679
"CCNA2",2.54239140764752,6.91957096817925,6.2311905540605,4.17311904988757e-09,2.3748308747485e-08,10.0590798923927
"APOBEC3B",3.05580542193601,7.03879709389411,6.16348969235358,5.88960089700597e-09,3.25325065987742e-08,9.72257077078207
"SPAG5",2.38937762350881,7.46334757511622,6.1584128791607,6.04323212450463e-09,3.32873113743206e-08,9.69742559894462
"LOC100190986",2.46446373221761,7.9339296727407,6.15787223060127,6.05982293336434e-09,3.33556864552223e-08,9.69474853494841
"DPT",-2.21865900703104,6.98252459969683,-6.15786972229745,6.05990000948829e-09,3.33556864552223e-08,9.69473611521542
"TRIP13",2.32716024711998,7.58390832608776,6.14936884307791,6.32672621805278e-09,3.47206089179256e-08,9.65266205125752
"ABLIM3",-2.07091470579119,5.9786216231572,-6.14562518135365,6.44786037791196e-09,3.53175771049113e-08,9.63414441817606
"MME",-2.15044727040255,6.19441479397973,-6.1022640592239,8.02805353174008e-09,4.32775198410559e-08,9.42016273510829
"FCGBP",-2.36016637018334,6.44669842690891,-6.09966043565834,8.13418639479701e-09,4.38094948490098e-08,9.40734356603129
"NDN",-2.19450053769924,6.7315557944553,-6.09844670178115,8.18413197060788e-09,4.40280841602693e-08,9.40136878264046
"ESRP1",2.43604252326327,9.42896944280583,6.05433163255457,1.02187146930365e-08,5.4107197113962e-08,9.18470051886807
"LAMB3",-2.44976081684352,7.04332450011476,-6.0466993047687,1.06178860499147e-08,5.60315638083901e-08,9.14731293949286
"PCOLCE2",-2.9523039782795,5.42732272584568,-6.03830225846839,1.10747371059957e-08,5.82985265740867e-08,9.10621291050505
"TTK",3.09126584775743,7.14053884563201,6.03415097841515,1.13076618262485e-08,5.9444838210408e-08,9.08590714967231
"COL12A1",2.1781657472337,7.65669863461926,5.99848735551673,1.35170954340599e-08,7.01505041061537e-08,8.91181665370171
"KRT14",-4.66569647470312,7.86068917445831,-5.99706980687476,1.36131553748059e-08,7.06178681992579e-08,8.90491017560315
"RSPO3",-2.25559090709144,5.53134175496609,-5.91997834944904,1.99792258613688e-08,1.00817719858269e-07,8.53084698747532
"CRYAB",-2.93431419246208,8.245385339208,-5.8721888363247,2.5306824554053e-08,1.25440782615664e-07,8.30049204017199
"PTTG1",2.18632557084761,9.09397907400892,5.86444331289151,2.62924078237388e-08,1.29970036152656e-07,8.2632684068982
"HIST2H2BE",2.13489992174924,8.10870046830304,5.85815574621564,2.71200409453097e-08,1.33555980534691e-07,8.23307440082043
"CTHRC1",3.13254306414587,10.9384771328667,5.84248151243072,2.92959587820174e-08,1.43370984301509e-07,8.15789366233171
"FN1",2.13879510160124,9.91710454959831,5.8175522329649,3.31136383154323e-08,1.60451745607533e-07,8.03858620866515
"DLK1",-2.14775321682377,5.17929279540062,-5.81618884606955,3.33359245436388e-08,1.61462303390936e-07,8.03207066475147
"CDC42EP5",-2.09171221623044,6.96133699151042,-5.79327914339734,3.72972350153482e-08,1.7866211151955e-07,7.92273296752929
"KIF2C",2.2600702659236,7.13197446401049,5.77667866780606,4.04520084706727e-08,1.92519473741445e-07,7.84367955564916
"FNDC1",2.88396007751686,6.95417400366298,5.75535944403698,4.48889137661176e-08,2.11920363665011e-07,7.74236932491467
"NCAPG",2.25314981364898,6.35976189009345,5.70846013707897,5.63922409017154e-08,2.62020052550048e-07,7.52035483423734
"OIP5",2.10449523984408,6.1984465200466,5.67544706351702,6.61715994796524e-08,3.03797778598755e-07,7.36478498812855
"E2F8",2.25997503806697,5.89195328795495,5.61952532761577,8.66490071393946e-08,3.89699884318964e-07,7.10261120997596
"SHCBP1",2.07348923902844,6.60752608559333,5.61034044904529,9.05582836099185e-08,4.05701110572435e-07,7.0597139040186
"TLCD1",2.05221198087183,7.267512757445,5.57813889666143,1.05673755795468e-07,4.67628736840904e-07,6.90968578025644
"IFI6",2.55480199642884,8.44994589724164,5.51476881818501,1.42956636264858e-07,6.1841826098022e-07,6.61612207499514
"KIT",-2.65967139419281,7.04540366529232,-5.51411159443264,1.43403774100319e-07,6.20010435080792e-07,6.61308921647082
"FCGR3A /// FCGR3B",2.75383018164209,7.17960907368886,5.47560143562986,1.72130065307304e-07,7.35689466841321e-07,6.43580242873184
"CLDN8",-2.61771129469159,5.87062532119855,-5.44320945990975,2.00580369962203e-07,8.49109125541941e-07,6.2873306087398
"HIST1H2AD /// HIST1H3A /// HIST1H3B /// HIST1H3C /// HIST1H3D /// HIST1H3E /// HIST1H3F /// HIST1H3G /// HIST1H3H /// HIST1H3I /// HIST1H3J",2.19539767154687,5.57630829707162,5.43475260738199,2.08733435679144e-07,8.80453803295097e-07,6.2486659569865
"APOD",-3.96964026037748,8.4990715126389,-5.42902469591189,2.14438327636825e-07,9.01929446712828e-07,6.22250116116659
"CCNE2",2.14586855687306,6.41335220299887,5.42382989281465,2.19743604028749e-07,9.22758358642416e-07,6.19878777354821
"GGH",2.2121909747768,8.15944363628702,5.41890571590829,2.24890596530022e-07,9.42017244948551e-07,6.17632398750186
"SULF1",2.6341639989129,9.06108159494011,5.35332629201856,3.05729878991135e-07,1.25515216510237e-06,5.87848291375865
"S100P",3.84023935155258,8.6045777487565,5.34491654288387,3.17955810688617e-07,1.30143171159276e-06,5.84046818403958
"CXCL10",3.59771655075172,8.56470946640094,5.3121058901211,3.70376652373512e-07,1.49806687254084e-06,5.6925470658771
"FCGR1B",2.04637153431738,6.70684785589961,5.30093607962829,3.90074508751356e-07,1.56990972721285e-06,5.64233332628273
"KIF14",2.34411207463882,6.52818615120241,5.29936893094716,3.92918546655044e-07,1.5802743189683e-06,5.63529407429774
"COL11A1",3.22927969011157,7.62886215335631,5.26820584990926,4.53854580913795e-07,1.80620300221531e-06,5.49561661002463
"PPAPDC1A",2.182467554942,6.44125089056521,5.25276701976214,4.87360328469431e-07,1.929425168423e-06,5.42662949974667
"VCAN",2.79579141584448,9.72277157693088,5.25159072573802,4.90009663860313e-07,1.93893460531537e-06,5.42137910558034
"AKR1C3",-2.51937080686856,7.34529600728025,-5.23692412673984,5.24243566511151e-07,2.0625976387324e-06,5.35598348760824
"ACTG1P4 /// AMY1A /// AMY1B /// AMY1C /// AMY2A /// AMY2B",-2.17606588803998,6.50505384274474,-5.17421034714436,6.98792692231931e-07,2.68687332373631e-06,5.07779923800694
"IFT80 /// TRIM59",2.07080811540611,6.31799772010776,5.11965618398847,8.95647274597296e-07,3.37644236232223e-06,4.83773038820715
"FAP",2.00214385789798,8.2868404664562,5.04677898097592,1.24443569706734e-06,4.57330118672248e-06,4.51985343020335
"OAS1",2.03849728774604,7.52527949956089,5.02479141171448,1.37342482059731e-06,5.01209492326589e-06,4.42458798212487
"CCL2",2.09804379378785,7.84754021057743,5.00680612434829,1.48850337586794e-06,5.38112502311925e-06,4.34688548130524
"PMAIP1",2.14600070982367,7.12228323032609,5.00286540385456,1.51494051467975e-06,5.46997250618172e-06,4.32988703009948
"FOXM1",2.29575518596972,7.24714716330207,4.96432255748657,1.79873712892012e-06,6.40931948204868e-06,4.16414057929849
"CTGF",2.11745105338809,10.0842790762285,4.9108416165786,2.27935404003026e-06,7.98011417408629e-06,3.93569656423439
"RARRES2",-2.07433791529805,8.77604853577919,-4.87897147199087,2.62269287307549e-06,9.08033103482821e-06,3.80042144647582
"ISG15",2.08200025578517,10.3048153858902,4.77581054008393,4.11315149168283e-06,1.37533868473671e-05,3.36699428480714
"GPR160",2.43651599333984,8.39185168876494,4.76293774322505,4.34874976672722e-06,1.44609917310087e-05,3.3133908091261
"MAL2",2.05867111897241,10.2005256283518,4.75244563166987,4.55038387214401e-06,1.50675811168277e-05,3.26978029259299
"OGN",-2.76796521261251,5.62355439577793,-4.72199471861676,5.18811416964183e-06,1.70092619556699e-05,3.14361690930333
"CMPK2",2.20596118820794,7.90212348954824,4.66651740671752,6.57883010821915e-06,2.11241070505549e-05,2.91532616553254
"COMP",3.12677686178199,7.20542051380842,4.64681795328736,7.15440309396418e-06,2.2801024494585e-05,2.83475043513131
"CDC6",2.207091680526,5.92461420497019,4.55858422521072,1.0385526431255e-05,3.22337795807755e-05,2.47702123254259
"IFI44L",2.6078989656795,8.7037111037236,4.47435312582522,1.47554117989239e-05,4.44932417321398e-05,2.14040817059071
"RSAD2",2.17381116783616,7.77873229739495,4.40537911237761,1.96056390495417e-05,5.79156782774705e-05,1.86837215779405
"KRT5",-2.74346823591567,7.14844809671819,-4.3751298561289,2.21866596389396e-05,6.4775351875355e-05,1.75010258053875
"SLC7A5",2.18026618014951,7.92739076103951,4.34898732764896,2.46776078517791e-05,7.14887716065828e-05,1.64840134452536
"CXCL11",2.75470480179908,5.91869102046264,4.34390940076099,2.51916546835798e-05,7.28612540774467e-05,1.62870210411796
"ADIRF",-2.72477004291478,9.09596575733609,-4.30950310421086,2.89554768162201e-05,8.29516217682699e-05,1.495701647457
"SCGB1D2",-3.82148348401623,6.30595159259898,-4.13606486531616,5.77303948110249e-05,0.0001564998305035,0.838008519901724
"CXCL9",2.94363155286819,8.49416649951252,4.03278555621164,8.62372388243306e-05,0.000226701671750112,0.45663905304842
"COL5A2",2.25990711269514,9.95929510724379,3.96258518097918,0.000112813411763855,0.000291323171353302,0.201874943928891
"MMP1",3.10442916851902,6.52841818972738,3.9308052269575,0.00012725998023574,0.000325307546478058,0.0877411565747455
"ERP27",2.12217206638911,7.31229113133036,3.86243520146873,0.000164529809794317,0.00041202524769616,-0.155246910175276
"BCL2A1",2.11738593672334,5.77839424141977,3.85172455553845,0.000171234815481706,0.000426851832249087,-0.192994979641896
"MUCL1",-3.71690273185851,9.18176511741303,-3.83957017665815,0.000179157793258269,0.000444445870418152,-0.23572655485743
"PIP",-3.36703566235724,8.54982583675303,-3.74183899418185,0.000256772427230451,0.000617324694721477,-0.575253244649578
"JUP /// KRT17",-2.1046686923405,8.20508987086942,-3.6273588986118,0.00038806898855803,0.000903611782089384,-0.963660215948395
"ROPN1B",-2.02391436755598,5.91151304373549,-3.49757184918523,0.000612777958885098,0.00137471743542326,-1.39165983589356
"HLA-DQA1 /// HLA-DQA2 /// LOC100509457",2.40196550484067,9.54340406382167,3.44356553621007,0.000738398531324589,0.00162964562792102,-1.56584031317306
"NAT1",2.2150903970567,8.08219406068397,3.40934224200519,0.000830101917930238,0.0018161857776483,-1.67501386059706
"GABRP",-3.14953868654356,6.93083878234992,-3.34657073654136,0.00102661536632261,0.00220652411732686,-1.87281553513038
"LYZ",2.31828007380864,8.37591482229179,3.33154349454073,0.00107971850657954,0.0023131011953371,-1.9196973334905
"SCGB2A2",-3.99841871677783,7.62386767324387,-3.20944474357032,0.00161646560163578,0.0033391244467305,-2.29381520118764
"ASPN",2.22117213203828,8.0634389709937,3.19576560989838,0.00169004827906588,0.00347768464773661,-2.33496931849065
"SPARCL1",-2.08971593140454,9.65380574412706,-3.01220023002775,0.00302961244517347,0.00592273998092261,-2.87223111425002
"IGH /// IGHA1 /// IGHA2",-2.43562544062104,11.4882493820829,-2.95279375013985,0.00363944064977804,0.00701004373784126,-3.04006197920952
"LTF",-2.47291814335567,9.14169061785891,-2.88351213593109,0.00449194286692639,0.00850579633122203,-3.2320150203599
"AZGP1",-2.09363270450864,10.3998329855009,-2.57884317090388,0.0108429739276008,0.0189582773399621,-4.02710950175067
"CEACAM6",2.10226984350059,7.51788070555088,2.40912283196755,0.0171632789834601,0.0288244124927893,-4.43472300514346
"S100A7",2.40590526952231,6.30800414404714,2.38538994408806,0.0182683582420536,0.0305060214448456,-4.48967536351083
"PROM1",-2.02585782539246,7.92305124315666,-2.30333966006579,0.0225884336708727,0.0368662799208193,-4.67575704417036
